+---------+-------+-----------+--------+-----------+------------+
|hall_name|session|seat_number|seat_row|seat_markup|is_available|
|Hall 1150|9763   |18         |10      |10         |true        |
|Hall 1150|9763   |11         |10      |10         |true        |
|Hall 1054|9764   |10         |8       |20         |true        |
|Hall 1054|9764   |9          |3       |10         |true        |
|Hall 1054|9764   |2          |2       |10         |true        |
|Hall 1054|9764   |6          |6       |30         |true        |
|Hall 1453|9765   |12         |1       |10         |true        |
|Hall 1453|9765   |5          |9       |10         |true        |
|Hall 1453|9765   |8          |1       |10         |true        |
|Hall 1453|9765   |20         |2       |20         |true        |
|Hall 1453|9765   |5          |5       |10         |true        |
|Hall 1453|9765   |2          |6       |10         |true        |
|Hall 676 |9766   |18         |6       |10         |true        |
|Hall 676 |9766   |13         |7       |20         |true        |
|Hall 676 |9766   |7          |6       |30         |true        |
|Hall 676 |9766   |20         |3       |30         |true        |
|Hall 676 |9766   |18         |2       |20         |true        |
|Hall 1654|9767   |5          |2       |30         |true        |
|Hall 1654|9767   |11         |3       |30         |true        |
|Hall 1654|9767   |7          |4       |20         |true        |
|Hall 1654|9767   |14         |1       |50         |true        |
|Hall 1654|9767   |4          |10      |30         |true        |
|Hall 729 |9768   |18         |3       |50         |true        |
|Hall 729 |9768   |5          |2       |10         |true        |
|Hall 729 |9768   |2          |7       |50         |true        |
|Hall 729 |9768   |1          |10      |50         |true        |
|Hall 729 |9768   |12         |8       |10         |true        |
|Hall 729 |9768   |5          |5       |20         |true        |
|Hall 729 |9768   |16         |4       |50         |true        |
|Hall 514 |9769   |11         |2       |20         |true        |
|Hall 514 |9769   |10         |8       |30         |true        |
|Hall 514 |9769   |13         |1       |20         |true        |
|Hall 514 |9769   |3          |8       |50         |true        |
|Hall 1944|9770   |11         |2       |20         |true        |
|Hall 1944|9770   |11         |8       |20         |true        |
|Hall 1274|9771   |7          |1       |30         |true        |
|Hall 1274|9771   |7          |8       |30         |true        |
|Hall 1274|9771   |2          |6       |50         |true        |
|Hall 1274|9771   |12         |5       |10         |true        |
|Hall 1274|9771   |3          |1       |50         |true        |
|Hall 1274|9771   |4          |3       |50         |true        |
|Hall 1274|9771   |13         |7       |30         |true        |
|Hall 205 |9772   |9          |3       |30         |true        |
|Hall 205 |9772   |20         |10      |30         |true        |
|Hall 205 |9772   |12         |4       |20         |true        |
|Hall 205 |9772   |3          |2       |20         |true        |
|Hall 205 |9772   |4          |2       |10         |true        |
|Hall 205 |9772   |11         |1       |30         |true        |
|Hall 205 |9772   |4          |5       |20         |true        |
|Hall 1207|9773   |3          |5       |10         |true        |
|Hall 1207|9773   |13         |2       |50         |true        |
|Hall 1207|9773   |17         |1       |50         |true        |
|Hall 1207|9773   |11         |6       |20         |true        |
|Hall 1207|9773   |3          |2       |10         |true        |
|Hall 1207|9773   |3          |3       |20         |true        |
|Hall 1207|9773   |8          |1       |50         |true        |
|Hall 834 |9774   |19         |8       |50         |true        |
|Hall 834 |9774   |16         |6       |50         |true        |
|Hall 439 |9775   |18         |2       |30         |true        |
|Hall 439 |9775   |8          |9       |50         |true        |
|Hall 439 |9775   |13         |8       |50         |true        |
|Hall 439 |9775   |7          |8       |30         |true        |
|Hall 1062|9776   |20         |8       |20         |true        |
|Hall 1062|9776   |9          |8       |20         |true        |
|Hall 1062|9776   |20         |1       |30         |true        |
|Hall 1062|9776   |20         |4       |50         |true        |
|Hall 1062|9776   |3          |2       |50         |true        |
|Hall 1062|9776   |9          |3       |50         |true        |
|Hall 1062|9776   |9          |5       |50         |true        |
|Hall 1062|9776   |17         |10      |30         |true        |
|Hall 1122|9777   |11         |3       |30         |true        |
|Hall 1122|9777   |4          |8       |20         |true        |
|Hall 1122|9777   |1          |4       |30         |true        |
|Hall 1122|9777   |15         |7       |30         |true        |
|Hall 1122|9777   |10         |1       |30         |true        |
|Hall 1246|9778   |10         |4       |50         |true        |
|Hall 1246|9778   |10         |3       |50         |true        |
|Hall 1246|9778   |18         |9       |50         |true        |
|Hall 619 |9779   |8          |3       |30         |true        |
|Hall 619 |9779   |20         |1       |30         |true        |
|Hall 619 |9779   |2          |6       |50         |true        |
|Hall 848 |9780   |9          |2       |30         |true        |
|Hall 848 |9780   |17         |8       |30         |true        |
|Hall 848 |9780   |8          |7       |20         |true        |
|Hall 848 |9780   |11         |5       |50         |true        |
|Hall 848 |9780   |19         |7       |50         |true        |
|Hall 764 |9781   |5          |2       |20         |true        |
|Hall 764 |9781   |16         |6       |30         |true        |
|Hall 764 |9781   |2          |4       |10         |true        |
|Hall 764 |9781   |10         |8       |30         |true        |
|Hall 764 |9781   |11         |7       |10         |true        |
|Hall 764 |9781   |16         |2       |30         |true        |
|Hall 764 |9781   |2          |6       |50         |true        |
|Hall 764 |9781   |5          |4       |30         |true        |
|Hall 764 |9781   |3          |10      |50         |true        |
|Hall 336 |9782   |3          |6       |50         |true        |
|Hall 336 |9782   |17         |10      |10         |true        |
|Hall 336 |9782   |18         |1       |50         |true        |
|Hall 336 |9782   |17         |5       |50         |true        |
|Hall 336 |9782   |12         |5       |50         |true        |
|Hall 350 |9783   |15         |4       |20         |true        |
|Hall 350 |9783   |7          |2       |50         |true        |
|Hall 350 |9783   |4          |9       |50         |true        |
|Hall 350 |9783   |10         |3       |30         |true        |
|Hall 350 |9783   |10         |5       |50         |true        |
|Hall 1757|9784   |6          |5       |30         |true        |
|Hall 1757|9784   |6          |6       |20         |true        |
|Hall 1757|9784   |12         |1       |20         |true        |
|Hall 1757|9784   |7          |9       |30         |true        |
|Hall 1757|9784   |10         |4       |30         |true        |
|Hall 70  |9785   |10         |4       |20         |true        |
|Hall 70  |9785   |4          |5       |10         |true        |
|Hall 70  |9785   |14         |10      |30         |true        |
|Hall 70  |9785   |19         |7       |50         |true        |
|Hall 731 |9786   |16         |7       |10         |true        |
|Hall 731 |9786   |3          |2       |20         |true        |
|Hall 731 |9786   |13         |6       |50         |true        |
|Hall 731 |9786   |18         |6       |10         |true        |
|Hall 731 |9786   |1          |7       |20         |true        |
|Hall 731 |9786   |12         |6       |10         |true        |
|Hall 731 |9786   |18         |4       |50         |true        |
|Hall 731 |9786   |15         |10      |50         |true        |
|Hall 731 |9786   |6          |3       |10         |true        |
|Hall 698 |9787   |11         |5       |10         |true        |
|Hall 698 |9787   |3          |10      |30         |true        |
|Hall 698 |9787   |15         |10      |10         |true        |
|Hall 698 |9787   |13         |10      |50         |true        |
|Hall 55  |9788   |10         |9       |20         |true        |
|Hall 55  |9788   |9          |8       |20         |true        |
|Hall 887 |9789   |8          |3       |30         |true        |
|Hall 887 |9789   |2          |2       |50         |true        |
|Hall 887 |9789   |8          |8       |20         |true        |
|Hall 887 |9789   |11         |1       |10         |true        |
|Hall 887 |9789   |14         |4       |50         |true        |
|Hall 887 |9789   |5          |10      |50         |true        |
|Hall 472 |9790   |4          |6       |30         |true        |
|Hall 472 |9790   |9          |10      |50         |true        |
|Hall 472 |9790   |10         |5       |30         |true        |
|Hall 472 |9790   |7          |3       |10         |true        |
|Hall 955 |9791   |13         |1       |50         |true        |
|Hall 955 |9791   |3          |4       |10         |true        |
|Hall 955 |9791   |2          |7       |20         |true        |
|Hall 955 |9791   |15         |4       |10         |true        |
|Hall 955 |9791   |18         |3       |30         |true        |
|Hall 1453|9792   |12         |1       |10         |true        |
|Hall 1453|9792   |5          |9       |10         |true        |
|Hall 1453|9792   |8          |1       |10         |true        |
|Hall 1453|9792   |20         |2       |20         |true        |
|Hall 1453|9792   |5          |5       |10         |true        |
|Hall 1453|9792   |2          |6       |10         |true        |
|Hall 783 |9793   |14         |6       |30         |true        |
|Hall 783 |9793   |20         |9       |30         |true        |
|Hall 783 |9793   |15         |1       |20         |true        |
|Hall 783 |9793   |5          |1       |50         |true        |
|Hall 783 |9793   |7          |4       |50         |true        |
|Hall 783 |9793   |5          |7       |10         |true        |
|Hall 345 |9794   |2          |1       |30         |true        |
|Hall 345 |9794   |2          |4       |10         |true        |
|Hall 345 |9794   |14         |6       |20         |true        |
|Hall 345 |9794   |11         |9       |20         |true        |
|Hall 345 |9794   |12         |9       |30         |true        |
|Hall 345 |9794   |12         |1       |20         |true        |
|Hall 345 |9794   |8          |5       |20         |true        |
|Hall 451 |9795   |9          |10      |20         |true        |
|Hall 451 |9795   |2          |5       |10         |true        |
|Hall 451 |9795   |2          |9       |20         |true        |
|Hall 451 |9795   |13         |3       |20         |true        |
|Hall 451 |9795   |14         |4       |20         |true        |
|Hall 451 |9795   |19         |5       |30         |true        |
|Hall 451 |9795   |1          |9       |20         |true        |
|Hall 1400|9796   |13         |4       |10         |true        |
|Hall 1400|9796   |10         |7       |50         |true        |
|Hall 1400|9796   |18         |6       |30         |true        |
|Hall 1400|9796   |11         |7       |50         |true        |
|Hall 1400|9796   |7          |3       |20         |true        |
|Hall 1074|9797   |9          |7       |20         |true        |
|Hall 1074|9797   |17         |2       |10         |true        |
|Hall 1074|9797   |9          |4       |10         |true        |
|Hall 1305|9798   |15         |1       |20         |true        |
|Hall 1305|9798   |20         |6       |50         |true        |
|Hall 1305|9798   |16         |4       |20         |true        |
|Hall 1305|9798   |2          |1       |30         |true        |
|Hall 1796|9799   |9          |6       |50         |true        |
|Hall 1796|9799   |13         |10      |20         |true        |
|Hall 1796|9799   |5          |5       |50         |true        |
|Hall 1796|9799   |18         |6       |30         |true        |
|Hall 1796|9799   |20         |6       |30         |true        |
|Hall 1796|9799   |10         |10      |50         |true        |
|Hall 1796|9799   |2          |3       |20         |true        |
|Hall 1796|9799   |2          |10      |20         |true        |
|Hall 1551|9800   |9          |1       |50         |true        |
|Hall 1551|9800   |3          |5       |10         |true        |
|Hall 1551|9800   |6          |7       |10         |true        |
|Hall 1551|9800   |7          |10      |20         |true        |
|Hall 1551|9800   |15         |9       |30         |true        |
|Hall 1551|9800   |16         |5       |30         |true        |
|Hall 1551|9800   |2          |10      |50         |true        |
|Hall 1564|9801   |7          |1       |10         |true        |
|Hall 1564|9801   |3          |9       |20         |true        |
|Hall 147 |9802   |19         |4       |50         |true        |
|Hall 147 |9802   |9          |3       |50         |true        |
|Hall 147 |9802   |10         |5       |10         |true        |
|Hall 147 |9802   |9          |4       |50         |true        |
|Hall 1817|9803   |5          |5       |30         |true        |
|Hall 1817|9803   |5          |2       |20         |true        |
|Hall 1817|9803   |13         |5       |20         |true        |
|Hall 1817|9803   |8          |5       |30         |true        |
|Hall 1442|9804   |16         |10      |50         |true        |
|Hall 1442|9804   |10         |1       |30         |true        |
|Hall 1442|9804   |17         |7       |20         |true        |
|Hall 1442|9804   |13         |4       |30         |true        |
|Hall 1442|9804   |2          |2       |50         |true        |
|Hall 1442|9804   |10         |6       |30         |true        |
|Hall 1442|9804   |19         |5       |50         |true        |
|Hall 1523|9805   |14         |10      |30         |true        |
|Hall 1523|9805   |2          |10      |10         |true        |
|Hall 1523|9805   |14         |6       |10         |true        |
|Hall 1523|9805   |19         |10      |10         |true        |
|Hall 1523|9805   |10         |6       |30         |true        |
|Hall 1226|9806   |12         |2       |10         |true        |
|Hall 1226|9806   |3          |2       |30         |true        |
|Hall 1226|9806   |6          |7       |50         |true        |
|Hall 1226|9806   |20         |10      |20         |true        |
|Hall 1226|9806   |15         |6       |50         |true        |
|Hall 689 |9807   |20         |1       |50         |true        |
|Hall 689 |9807   |11         |7       |10         |true        |
|Hall 689 |9807   |6          |5       |30         |true        |
|Hall 689 |9807   |4          |4       |10         |true        |
|Hall 1486|9808   |8          |10      |30         |true        |
|Hall 1486|9808   |3          |6       |20         |true        |
|Hall 1486|9808   |14         |3       |30         |true        |
|Hall 1486|9808   |12         |6       |50         |true        |
|Hall 1486|9808   |2          |4       |50         |true        |
|Hall 1486|9808   |15         |8       |10         |true        |
|Hall 1486|9808   |12         |9       |20         |true        |
|Hall 1486|9808   |5          |4       |20         |true        |
|Hall 300 |9809   |14         |2       |50         |true        |
|Hall 300 |9809   |4          |8       |50         |true        |
|Hall 1135|9810   |4          |5       |20         |true        |
|Hall 1135|9810   |15         |8       |30         |true        |
|Hall 1135|9810   |2          |6       |10         |true        |
|Hall 1054|9811   |10         |8       |20         |true        |
|Hall 1054|9811   |9          |3       |10         |true        |
|Hall 1054|9811   |2          |2       |10         |true        |
|Hall 1054|9811   |6          |6       |30         |true        |
|Hall 1140|9812   |13         |4       |30         |true        |
|Hall 1140|9812   |7          |10      |30         |true        |
|Hall 1140|9812   |4          |6       |30         |true        |
|Hall 1140|9812   |8          |1       |50         |true        |
|Hall 1140|9812   |18         |2       |10         |true        |
|Hall 1140|9812   |3          |7       |20         |true        |
|Hall 1140|9812   |6          |6       |30         |true        |
|Hall 1140|9812   |12         |10      |50         |true        |
|Hall 235 |9813   |10         |2       |10         |true        |
|Hall 235 |9813   |18         |6       |20         |true        |
|Hall 235 |9813   |17         |2       |20         |true        |
|Hall 235 |9813   |17         |4       |20         |true        |
|Hall 235 |9813   |5          |2       |50         |true        |
|Hall 73  |9814   |16         |2       |10         |true        |
|Hall 73  |9814   |7          |1       |20         |true        |
|Hall 73  |9814   |19         |3       |10         |true        |
|Hall 73  |9814   |11         |4       |30         |true        |
|Hall 1435|9815   |8          |7       |20         |true        |
|Hall 1435|9815   |11         |2       |10         |true        |
|Hall 1435|9815   |13         |7       |30         |true        |
|Hall 1689|9816   |6          |7       |30         |true        |
|Hall 1689|9816   |20         |2       |20         |true        |
|Hall 1689|9816   |13         |7       |50         |true        |
|Hall 1689|9816   |16         |2       |10         |true        |
|Hall 1689|9816   |7          |3       |50         |true        |
|Hall 1689|9816   |15         |8       |50         |true        |
|Hall 1689|9816   |10         |9       |10         |true        |
|Hall 1689|9816   |13         |8       |10         |true        |
|Hall 1741|9817   |7          |6       |50         |true        |
|Hall 1741|9817   |19         |5       |20         |true        |
|Hall 1741|9817   |11         |1       |50         |true        |
|Hall 1741|9817   |1          |3       |50         |true        |
|Hall 1741|9817   |16         |9       |10         |true        |
|Hall 1741|9817   |17         |4       |10         |true        |
|Hall 1741|9817   |20         |7       |10         |true        |
|Hall 1741|9817   |8          |2       |10         |true        |
|Hall 1445|9818   |9          |8       |20         |true        |
|Hall 1445|9818   |3          |3       |20         |true        |
|Hall 1445|9818   |2          |2       |10         |true        |
|Hall 1445|9818   |19         |2       |50         |true        |
|Hall 1445|9818   |3          |6       |50         |true        |
|Hall 197 |9819   |6          |10      |50         |true        |
|Hall 197 |9819   |16         |8       |30         |true        |
|Hall 197 |9819   |4          |10      |50         |true        |
|Hall 197 |9819   |3          |4       |30         |true        |
|Hall 197 |9819   |1          |4       |20         |true        |
|Hall 197 |9819   |6          |8       |50         |true        |
|Hall 197 |9819   |20         |10      |50         |true        |
|Hall 1026|9820   |14         |7       |10         |true        |
|Hall 1026|9820   |3          |3       |20         |true        |
|Hall 1026|9820   |5          |4       |30         |true        |
|Hall 1321|9821   |16         |5       |30         |true        |
|Hall 1532|9822   |19         |8       |10         |true        |
|Hall 1532|9822   |11         |10      |30         |true        |
|Hall 1532|9822   |4          |3       |20         |true        |
|Hall 1532|9822   |13         |10      |10         |true        |
|Hall 512 |9823   |19         |1       |10         |true        |
|Hall 512 |9823   |11         |1       |20         |true        |
|Hall 512 |9823   |12         |9       |20         |true        |
|Hall 512 |9823   |16         |2       |50         |true        |
|Hall 512 |9823   |10         |2       |20         |true        |
|Hall 169 |9824   |3          |9       |10         |true        |
|Hall 169 |9824   |11         |1       |50         |true        |
|Hall 169 |9824   |5          |6       |10         |true        |
|Hall 169 |9824   |17         |9       |30         |true        |
|Hall 169 |9824   |10         |2       |10         |true        |
|Hall 169 |9824   |19         |2       |30         |true        |
|Hall 708 |9825   |5          |2       |20         |true        |
|Hall 708 |9825   |12         |5       |50         |true        |
|Hall 1361|9826   |12         |6       |50         |true        |
|Hall 1361|9826   |12         |7       |50         |true        |
|Hall 1361|9826   |18         |2       |50         |true        |
|Hall 1361|9826   |11         |4       |20         |true        |
|Hall 1361|9826   |14         |3       |10         |true        |
|Hall 1361|9826   |3          |7       |20         |true        |
|Hall 1565|9827   |15         |8       |20         |true        |
|Hall 1565|9827   |2          |4       |50         |true        |
|Hall 1565|9827   |2          |2       |10         |true        |
|Hall 1565|9827   |16         |2       |10         |true        |
|Hall 245 |9828   |12         |10      |30         |true        |
|Hall 245 |9828   |15         |3       |10         |true        |
|Hall 245 |9828   |1          |1       |30         |true        |
|Hall 245 |9828   |1          |5       |20         |true        |
|Hall 245 |9828   |5          |8       |50         |true        |
|Hall 972 |9829   |20         |6       |10         |true        |
|Hall 972 |9829   |8          |8       |20         |true        |
|Hall 972 |9829   |16         |4       |50         |true        |
|Hall 972 |9829   |8          |2       |50         |true        |
|Hall 972 |9829   |8          |5       |30         |true        |
|Hall 972 |9829   |6          |1       |50         |true        |
|Hall 972 |9829   |5          |6       |10         |true        |
|Hall 972 |9829   |5          |8       |20         |true        |
|Hall 1714|9830   |13         |3       |50         |true        |
|Hall 549 |9831   |14         |8       |10         |true        |
|Hall 549 |9831   |1          |1       |10         |true        |
|Hall 549 |9831   |11         |7       |10         |true        |
|Hall 549 |9831   |16         |5       |20         |true        |
|Hall 1707|9832   |18         |8       |30         |true        |
|Hall 1707|9832   |20         |3       |50         |true        |
|Hall 1707|9832   |5          |5       |10         |true        |
|Hall 1707|9832   |6          |6       |30         |true        |
|Hall 1104|9833   |7          |5       |10         |true        |
|Hall 1104|9833   |4          |8       |50         |true        |
|Hall 1104|9833   |4          |9       |20         |true        |
|Hall 1104|9833   |14         |7       |20         |true        |
|Hall 109 |9834   |19         |9       |10         |true        |
|Hall 109 |9834   |20         |7       |30         |true        |
|Hall 109 |9834   |12         |5       |30         |true        |
|Hall 109 |9834   |19         |8       |10         |true        |
|Hall 1905|9835   |8          |1       |10         |true        |
|Hall 1905|9835   |19         |9       |10         |true        |
|Hall 1905|9835   |8          |8       |30         |true        |
|Hall 1905|9835   |12         |7       |30         |true        |
|Hall 1905|9835   |20         |9       |20         |true        |
|Hall 1905|9835   |3          |8       |50         |true        |
|Hall 1905|9835   |16         |8       |20         |true        |
|Hall 1499|9836   |16         |3       |20         |true        |
|Hall 1499|9836   |2          |3       |50         |true        |
|Hall 1499|9836   |14         |1       |10         |true        |
|Hall 1499|9836   |12         |2       |50         |true        |
|Hall 1499|9836   |5          |10      |30         |true        |
|Hall 1499|9836   |15         |1       |50         |true        |
|Hall 1499|9836   |12         |8       |50         |true        |
|Hall 1362|9837   |18         |5       |10         |true        |
|Hall 1362|9837   |1          |4       |30         |true        |
|Hall 1362|9837   |17         |4       |50         |true        |
|Hall 1362|9837   |1          |5       |20         |true        |
|Hall 1362|9837   |13         |7       |50         |true        |
|Hall 463 |9838   |10         |7       |50         |true        |
|Hall 463 |9838   |5          |6       |20         |true        |
|Hall 463 |9838   |9          |2       |20         |true        |
|Hall 463 |9838   |1          |6       |50         |true        |
|Hall 463 |9838   |18         |9       |10         |true        |
|Hall 463 |9838   |4          |9       |10         |true        |
|Hall 1937|9839   |6          |9       |20         |true        |
|Hall 1545|9840   |2          |2       |10         |true        |
|Hall 1545|9840   |4          |4       |20         |true        |
|Hall 1545|9840   |4          |1       |30         |true        |
|Hall 1545|9840   |2          |4       |20         |true        |
|Hall 1545|9840   |6          |2       |10         |true        |
|Hall 1545|9840   |7          |5       |20         |true        |
|Hall 1545|9840   |7          |9       |50         |true        |
|Hall 1232|9841   |8          |2       |50         |true        |
|Hall 1232|9841   |8          |5       |30         |true        |
|Hall 1232|9841   |13         |1       |10         |true        |
|Hall 1232|9841   |6          |2       |10         |true        |
|Hall 1232|9841   |9          |6       |20         |true        |
|Hall 1232|9841   |13         |3       |50         |true        |
|Hall 1232|9841   |11         |8       |10         |true        |
|Hall 1232|9841   |5          |9       |50         |true        |
|Hall 1232|9841   |1          |3       |50         |true        |
|Hall 1845|9842   |9          |9       |10         |true        |
|Hall 1845|9842   |8          |2       |30         |true        |
|Hall 1845|9842   |9          |6       |50         |true        |
|Hall 1845|9842   |1          |7       |20         |true        |
|Hall 1845|9842   |20         |2       |50         |true        |
|Hall 1845|9842   |12         |2       |30         |true        |
|Hall 1845|9842   |15         |8       |50         |true        |
|Hall 1845|9842   |1          |8       |10         |true        |
|Hall 1694|9843   |18         |6       |50         |true        |
|Hall 1694|9843   |19         |3       |50         |true        |
|Hall 1694|9843   |19         |9       |20         |true        |
|Hall 1694|9843   |6          |6       |10         |true        |
|Hall 1694|9843   |4          |10      |50         |true        |
|Hall 1694|9843   |20         |3       |10         |true        |
|Hall 1515|9844   |11         |9       |20         |true        |
|Hall 1515|9844   |2          |3       |20         |true        |
|Hall 1515|9844   |9          |1       |30         |true        |
|Hall 1515|9844   |14         |1       |20         |true        |
|Hall 1515|9844   |5          |2       |10         |true        |
|Hall 1515|9844   |12         |3       |20         |true        |
|Hall 1515|9844   |1          |8       |30         |true        |
|Hall 1515|9844   |10         |3       |10         |true        |
|Hall 1515|9844   |6          |10      |50         |true        |
|Hall 902 |9845   |9          |7       |10         |true        |
|Hall 902 |9845   |18         |6       |50         |true        |
|Hall 902 |9845   |20         |10      |30         |true        |
|Hall 902 |9845   |5          |3       |50         |true        |
|Hall 828 |9846   |9          |8       |50         |true        |
|Hall 828 |9846   |19         |2       |30         |true        |
|Hall 828 |9846   |3          |8       |50         |true        |
|Hall 828 |9846   |2          |7       |30         |true        |
|Hall 828 |9846   |20         |5       |30         |true        |
|Hall 828 |9846   |1          |9       |20         |true        |
|Hall 828 |9846   |18         |2       |30         |true        |
|Hall 1528|9847   |15         |7       |50         |true        |
|Hall 1528|9847   |15         |3       |20         |true        |
|Hall 1528|9847   |6          |10      |50         |true        |
|Hall 1528|9847   |5          |3       |20         |true        |
|Hall 1528|9847   |1          |6       |10         |true        |
|Hall 1528|9847   |6          |9       |20         |true        |
|Hall 1528|9847   |14         |8       |50         |true        |
|Hall 1528|9847   |10         |5       |10         |true        |
|Hall 1839|9848   |5          |7       |10         |true        |
|Hall 1839|9848   |11         |5       |50         |true        |
|Hall 1839|9848   |6          |4       |20         |true        |
|Hall 1839|9848   |14         |4       |50         |true        |
|Hall 361 |9849   |17         |7       |20         |true        |
|Hall 361 |9849   |5          |9       |30         |true        |
|Hall 361 |9849   |4          |8       |10         |true        |
|Hall 361 |9849   |15         |7       |20         |true        |
|Hall 361 |9849   |9          |10      |10         |true        |
|Hall 361 |9849   |13         |8       |20         |true        |
|Hall 361 |9849   |5          |3       |50         |true        |
|Hall 1717|9850   |5          |4       |20         |true        |
|Hall 1717|9850   |5          |5       |10         |true        |
|Hall 1717|9850   |12         |2       |30         |true        |
|Hall 1717|9850   |12         |6       |20         |true        |
|Hall 1717|9850   |16         |2       |30         |true        |
|Hall 1717|9850   |14         |1       |30         |true        |
|Hall 1717|9850   |17         |10      |50         |true        |
|Hall 1717|9850   |8          |10      |30         |true        |
|Hall 1717|9850   |7          |10      |10         |true        |
|Hall 294 |9851   |20         |7       |50         |true        |
|Hall 294 |9851   |20         |4       |50         |true        |
|Hall 294 |9851   |6          |7       |30         |true        |
|Hall 294 |9851   |1          |3       |50         |true        |
|Hall 294 |9851   |19         |3       |30         |true        |
|Hall 294 |9851   |5          |7       |50         |true        |
|Hall 1662|9852   |13         |6       |20         |true        |
|Hall 1662|9852   |19         |1       |10         |true        |
|Hall 1662|9852   |10         |8       |50         |true        |
|Hall 1662|9852   |8          |4       |30         |true        |
|Hall 618 |9853   |13         |3       |10         |true        |
|Hall 618 |9853   |20         |6       |30         |true        |
|Hall 618 |9853   |10         |9       |30         |true        |
|Hall 618 |9853   |14         |2       |50         |true        |
|Hall 618 |9853   |20         |2       |20         |true        |
|Hall 618 |9853   |17         |10      |50         |true        |
|Hall 618 |9853   |3          |3       |20         |true        |
|Hall 990 |9854   |1          |10      |30         |true        |
|Hall 990 |9854   |7          |5       |30         |true        |
|Hall 990 |9854   |10         |2       |30         |true        |
|Hall 990 |9854   |8          |7       |20         |true        |
|Hall 990 |9854   |8          |6       |50         |true        |
|Hall 990 |9854   |5          |9       |30         |true        |
|Hall 475 |9855   |13         |3       |10         |true        |
|Hall 922 |9856   |13         |9       |30         |true        |
|Hall 922 |9856   |4          |8       |10         |true        |
|Hall 922 |9856   |4          |2       |10         |true        |
|Hall 922 |9856   |2          |9       |10         |true        |
|Hall 801 |9857   |13         |1       |20         |true        |
|Hall 801 |9857   |3          |2       |20         |true        |
|Hall 801 |9857   |2          |4       |30         |true        |
|Hall 801 |9857   |8          |5       |20         |true        |
|Hall 801 |9857   |1          |10      |20         |true        |
|Hall 801 |9857   |19         |10      |10         |true        |
|Hall 801 |9857   |17         |2       |20         |true        |
|Hall 129 |9858   |13         |6       |10         |true        |
|Hall 129 |9858   |2          |6       |10         |true        |
|Hall 129 |9858   |9          |7       |50         |true        |
|Hall 1117|9859   |3          |5       |20         |true        |
|Hall 1117|9859   |20         |4       |10         |true        |
|Hall 1117|9859   |14         |2       |20         |true        |
|Hall 1117|9859   |18         |10      |10         |true        |
|Hall 1117|9859   |19         |2       |20         |true        |
|Hall 1117|9859   |2          |1       |30         |true        |
|Hall 1117|9859   |13         |10      |10         |true        |
|Hall 1531|9860   |10         |9       |30         |true        |
|Hall 1531|9860   |5          |6       |10         |true        |
|Hall 1531|9860   |5          |2       |20         |true        |
|Hall 1531|9860   |7          |10      |30         |true        |
|Hall 1531|9860   |18         |8       |10         |true        |
|Hall 1531|9860   |5          |3       |30         |true        |
|Hall 1531|9860   |3          |3       |30         |true        |
|Hall 512 |9861   |19         |1       |10         |true        |
|Hall 512 |9861   |11         |1       |20         |true        |
|Hall 512 |9861   |12         |9       |20         |true        |
|Hall 512 |9861   |16         |2       |50         |true        |
|Hall 512 |9861   |10         |2       |20         |true        |
|Hall 370 |9862   |3          |1       |30         |true        |
|Hall 370 |9862   |12         |2       |30         |true        |
|Hall 370 |9862   |12         |6       |30         |true        |
|Hall 370 |9862   |13         |9       |30         |true        |
|Hall 1760|9863   |15         |5       |50         |true        |
|Hall 1760|9863   |12         |6       |50         |true        |
|Hall 1760|9863   |19         |3       |30         |true        |
|Hall 1760|9863   |18         |1       |10         |true        |
|Hall 1760|9863   |17         |3       |50         |true        |
|Hall 1760|9863   |7          |5       |50         |true        |
|Hall 1760|9863   |9          |5       |50         |true        |
|Hall 258 |9864   |15         |1       |20         |true        |
|Hall 258 |9864   |11         |1       |20         |true        |
|Hall 258 |9864   |15         |9       |20         |true        |
|Hall 258 |9864   |5          |8       |20         |true        |
|Hall 665 |9865   |14         |6       |20         |true        |
|Hall 665 |9865   |11         |9       |50         |true        |
|Hall 665 |9865   |7          |2       |50         |true        |
|Hall 665 |9865   |2          |9       |20         |true        |
|Hall 665 |9865   |7          |9       |10         |true        |
|Hall 665 |9865   |14         |1       |50         |true        |
|Hall 665 |9865   |20         |10      |10         |true        |
|Hall 665 |9865   |15         |9       |50         |true        |
|Hall 665 |9865   |3          |10      |20         |true        |
|Hall 665 |9865   |16         |5       |50         |true        |
|Hall 546 |9866   |9          |2       |30         |true        |
|Hall 546 |9866   |7          |9       |20         |true        |
|Hall 546 |9866   |3          |9       |30         |true        |
|Hall 663 |9867   |12         |9       |10         |true        |
|Hall 663 |9867   |15         |9       |20         |true        |
|Hall 1988|9868   |19         |4       |50         |true        |
|Hall 1988|9868   |2          |9       |10         |true        |
|Hall 1988|9868   |15         |7       |30         |true        |
|Hall 1988|9868   |4          |5       |30         |true        |
|Hall 1988|9868   |20         |3       |20         |true        |
|Hall 1988|9868   |20         |5       |10         |true        |
|Hall 1913|9869   |13         |6       |10         |true        |
|Hall 1913|9869   |9          |6       |10         |true        |
|Hall 1913|9869   |12         |3       |20         |true        |
|Hall 1913|9869   |16         |4       |30         |true        |
|Hall 1913|9869   |18         |8       |50         |true        |
|Hall 1913|9869   |16         |1       |20         |true        |
